Predicted Value,Price
1009952.9309523808,1312500.0
628688.7892358486,547500.0
721874.0339757145,767000.0
527084.8933333333,540000.0
780753.7262626262,822000.0
802067.4393333334,777000.0
715645.5970588234,980000.0
1303306.7437333337,1310000.0
498404.1576190476,530000.0
541866.0,455000.0
799984.0,692000.0
919224.7619047615,1120000.0
671313.9074074074,760000.0
966609.7333333334,550000.0
799622.4412540379,900000.0
969631.0047619046,865000.0
1410754.2666666668,1360000.0
1997017.0,2175000.0
1020336.2595238094,620000.0
1028359.5333333332,800000.0
527184.8714285714,522500.0
540147.6222222225,418000.0
1296361.107142857,2250000.0
767015.3750000001,770000.0
255867.66666666666,260000.0
724782.5141995649,614000.0
553625.347968548,595000.0
958037.0,1000000.0
1030923.4085714285,955000.0
722001.3333333333,740000.0
410104.6523809523,421500.0
407814.7162857143,440000.0
613989.62,620000.0
1897929.8333333333,1900000.0
1071969.2333333334,900000.0
930539.798,925000.0
564511.071012321,580000.0
1279193.7333333334,1130000.0
827803.7236190477,770000.0
1029073.0862745097,1126000.0
415659.9501641025,482500.0
1157346.2,1440000.0
884976.7666666667,935000.0
1463420.5714285714,1300000.0
577654.1503829504,658000.0
1100826.02,1260000.0
1004069.615079365,885000.0
782468.869047619,721000.0
1599002.0,1467000.0
741886.6753968254,755000.0
1085692.0,1010000.0
866844.9153205743,723000.0
704731.5,885000.0
731284.9333333332,637000.0
1939501.0,2355000.0
1847468.4333333338,1300000.0
2318810.638888889,2690000.0
1187508.4714285715,1640000.0
651347.413111111,600800.0
732613.32,740000.0
539635.5666666668,505000.0
1098176.4016437107,1060000.0
447012.65285825287,433000.0
663928.7857142858,620000.0
3040289.0,3520000.0
996835.1666666666,991888.0
1776397.0,1900000.0
983732.6343970295,820000.0
1667235.488095238,1620000.0
464607.8780983375,550000.0
621516.2999999999,555000.0
535028.0984126985,500000.0
1147232.52,1430000.0
1550630.3333333335,1400000.0
320821.6666666667,370000.0
621710.5358476492,701000.0
690949.0011904762,712000.0
1411919.974131424,1483000.0
1029317.3333333333,1320000.0
885366.0276825395,882000.0
1064949.0,827500.0
854258.75,1074000.0
1165299.5,1380000.0
401754.8357142857,477500.0
1003726.0,908000.0
1560344.588888889,1602500.0
2949926.666666667,2600000.0
2306751.5,2875000.0
1050495.6666666667,1025000.0
2050390.5763125762,2020000.0
668171.3,770000.0
2996064.0,2850000.0
1324200.5,1182000.0
1576937.842857143,1635000.0
564059.0683261182,1100000.0
1235756.5676190476,1324000.0
951580.7118393476,887500.0
1502874.4931077694,1550000.0
593950.8764901769,550000.0
759919.0142857144,710000.0
764990.6888524707,1022000.0
684225.0,740000.0
1758474.1,1030000.0
1021509.6666666666,1020000.0
887395.594666009,810000.0
502248.3851190478,545000.0
2143516.1190476185,1951000.0
815172.4285714285,845000.0
1060387.0833333335,1110000.0
675115.0,550000.0
1166671.0,1155000.0
1040143.4158181818,1102500.0
531443.6507017545,525000.0
957211.2253333332,1001000.0
