Predicted Value,Price
679004.7888888888,750000.0
1305257.6666666665,1050000.0
864512.2104761906,800000.0
461940.5,451000.0
963966.4866666666,875000.0
656417.1841269841,617000.0
1161524.1666666665,1245000.0
541013.7773809524,418000.0
404867.8333333334,310000.0
877277.4357142855,672500.0
872066.9579735291,715000.0
371435.8685425685,500000.0
684981.178,1103000.0
1249742.6587301588,1280000.0
2034383.0,1900000.0
1055145.8559884562,1025000.0
655148.9444444444,680000.0
1116038.0,1010000.0
1245184.0166666666,1300000.0
946371.8606782105,1100000.0
1141743.5666666664,1014000.0
2323372.0,2000000.0
644646.0,600000.0
1167094.3694313727,930000.0
1034027.244017316,1240000.0
730568.1087490807,646000.0
396592.4197333333,395000.0
575943.015909091,612000.0
738260.2388888889,786000.0
1114372.937714286,980000.0
753736.5333333332,700000.0
618437.5714285711,850000.0
878767.1363636364,869000.0
366349.04761904763,422000.0
594329.1132316958,488000.0
766555.0238095237,876000.0
1228549.08,1520000.0
1058102.0,800000.0
642569.1709235209,640000.0
1050837.067669173,1150000.0
701940.2852941176,690000.0
396844.98333333334,347000.0
597781.6317460318,620000.0
361965.126,374060.0
751430.217843268,720000.0
1108052.6666666667,1050000.0
1313392.0,1250000.0
676044.4,650000.0
820698.741904762,585000.0
1065386.225490196,1100000.0
794299.4738095241,1420000.0
1445156.008888889,1505000.0
1259850.9948412706,980000.0
1692758.161904762,1351000.0
699715.6426404159,821000.0
989500.9999999998,961000.0
584874.4277777778,594000.0
673732.0,585000.0
1236748.0492063493,1305000.0
1211803.75,1199000.0
1313550.02,1930000.0
1956983.8761904761,2295000.0
1939981.2253333332,1642000.0
1132761.0666666667,1045000.0
609559.6166666666,606000.0
2171052.4666666663,1860000.0
913096.65,921000.0
619365.7560300811,650000.0
593363.2986568987,468250.0
797153.3000000002,847500.0
1481144.2333333332,900000.0
774485.0,742500.0
652717.4619047616,750000.0
973264.5833333334,980000.0
2708659.333333333,2800000.0
1089546.6666666665,1395000.0
674787.0624603175,600000.0
1090335.0,1030000.0
1084678.02,860000.0
1118228.5694298756,1210000.0
580914.088095238,485000.0
3191776.552,3575000.0
807825.9666666668,875000.0
619659.3487272727,582000.0
647420.8252380951,765000.0
2106736.0,1900000.0
1928185.0,1500000.0
316643.166,360000.0
442554.71872764913,515000.0
924459.9761904761,820000.0
514236.0,650000.0
1416447.0,3420000.0
588062.1815719808,562500.0
618946.7748447206,690000.0
987002.2278168211,970000.0
592756.6059010113,635000.0
713829.6904761904,657000.0
