Predicted Value,Price
678001.6606837608,750000.0
1303508.3333333333,1050000.0
857651.1539682542,800000.0
467791.0,451000.0
956103.216,875000.0
651290.263294543,617000.0
1181244.0,1245000.0
539125.9107142858,418000.0
404625.3333333333,310000.0
876672.5690476189,672500.0
875117.8095491038,715000.0
368583.99206349207,500000.0
687410.106,1103000.0
1251959.4163059164,1280000.0
2044389.0,1900000.0
1056001.8559884562,1025000.0
653653.054,680000.0
1099198.0,1010000.0
1239653.2166666666,1300000.0
946601.8606782105,1100000.0
1152641.0,1014000.0
2327158.0,2000000.0
641860.0,600000.0
1156518.9269607845,930000.0
1021121.0414857162,1240000.0
730578.8819673433,646000.0
397372.25306666666,395000.0
578460.4666666668,612000.0
736978.7866161616,786000.0
1091357.737714286,980000.0
756630.4333333332,700000.0
617967.8214285711,850000.0
875300.5708874459,869000.0
367559.71428571426,422000.0
597230.7195884787,488000.0
766728.2238095237,876000.0
1235915.04,1520000.0
1059778.0,800000.0
640944.1165762019,640000.0
1067730.4450501255,1150000.0
705325.75,690000.0
396750.92424242425,347000.0
596382.0427287581,620000.0
361298.07838095236,374060.0
756956.3624098125,720000.0
1132452.9619047618,1050000.0
1322012.857142857,1250000.0
681938.802,650000.0
825978.360952381,585000.0
1066552.5921568626,1100000.0
791227.247619048,1420000.0
1434946.8555970695,1505000.0
1256704.9698412702,980000.0
1729509.0443722943,1351000.0
708660.4935282541,821000.0
991084.8190476188,961000.0
585053.8444444444,594000.0
667052.1093333332,585000.0
1241872.315873016,1305000.0
1204023.8761904761,1199000.0
1306987.02,1930000.0
1959913.6666666667,2295000.0
1922373.3093333333,1642000.0
1115614.3333333335,1045000.0
605436.4666666668,606000.0
2179516.657142857,1860000.0
905816.2333333334,921000.0
619741.1861066874,650000.0
596583.4935611971,468250.0
800516.5742857143,847500.0
1462096.8333333333,900000.0
776730.0,742500.0
651276.6952380949,750000.0
976944.0833333334,980000.0
2682065.109333333,2800000.0
1101977.0,1395000.0
668246.509858586,600000.0
1084315.3333333333,1030000.0
1082828.5533333332,860000.0
1127783.6124420676,1210000.0
584238.0477300477,485000.0
3211453.3333333335,3575000.0
804446.9333333333,875000.0
625708.142857143,582000.0
657381.4764917621,765000.0
2100592.0,1900000.0
1923477.6666666667,1500000.0
315162.6415238095,360000.0
446413.86594987137,515000.0
922036.0595238096,820000.0
511916.28,650000.0
1453808.0,3420000.0
587767.252677999,562500.0
622919.9210176087,690000.0
985538.0188651006,970000.0
584396.0723198577,635000.0
706475.5000000001,657000.0
1785171.5633477636,3650000.0
763182.1848448698,765000.0
412254.1793650793,420000.0
1470274.6083333334,1400000.0
1714018.0,1300000.0
747489.4890952379,870000.0
1195347.2307692308,1005000.0
1584805.7166666666,1550000.0
723538.0926583564,767000.0
1825822.3333333335,2700000.0
808393.3076923077,792500.0
1353133.808,1280000.0
831463.5714285714,820500.0
1221571.6666666665,1315000.0
737667.6635383904,800000.0
1557201.2916666667,1602500.0
697338.3666666663,985000.0
1258637.1468253967,1150000.0
813231.0608648058,760000.0
891831.3225841412,805000.0
441735.528,547500.0
1324920.046,1165000.0
456307.8984126984,480000.0
994823.1244025974,790000.0
724686.3667492637,700000.0
1021255.0528825916,995000.0
710197.2666666666,720500.0
1419577.7440476192,1116000.0
498604.4922979793,468000.0
1284135.4545454546,1501000.0
1240381.3245671,1450000.0
533183.7571428572,570000.0
752318.2261890912,700000.0
801315.8857142858,870000.0
1198117.75,1424000.0
479777.0848484849,430000.0
1156297.9993859648,1300000.0
1718171.0,1715000.0
365990.2392698413,353000.0
921736.5,1165000.0
973730.2142857143,850000.0
683068.2186666668,760000.0
752483.7809523809,500000.0
762888.0,689000.0
541786.804,391000.0
584296.625714286,540000.0
1284178.5961038962,1339000.0
662002.0820512819,641000.0
1267194.6,1320000.0
579025.4577264237,550864.0
543662.7523809524,571750.0
824885.558857143,750000.0
604886.3976190478,636000.0
621687.1,680000.0
683963.9807692309,475000.0
386334.3603174603,370000.0
602953.0595238097,550000.0
1317048.8333333333,1425000.0
1331558.8236190476,1439000.0
1716693.013888889,1460000.0
364906.3333333333,370000.0
1607785.0,740000.0
613240.5666666664,630000.0
1569100.0,1900000.0
744941.4138888887,690500.0
781927.5681818182,900000.0
1177710.3333333333,840000.0
1846635.0,1800000.0
523194.8424242424,490000.0
1016046.2444444445,1320000.0
937462.9053333334,1000000.0
346220.02261904767,409000.0
494370.64266666665,640000.0
1642572.0,1661000.0
855673.2269841268,550000.0
339588.1916666667,260000.0
722838.7976190478,642000.0
1521152.976723189,1500000.0
2788408.052,2540000.0
721395.2358227831,695000.0
702156.9917721166,880000.0
632593.8111111112,600000.0
726324.4166666667,627500.0
347754.9165873019,420000.0
957224.5405555555,911000.0
696199.315530303,646000.0
2139696.0,2180000.0
431831.9252063491,485000.0
473474.65,520000.0
1395982.416,1075000.0
893643.164,800000.0
1305475.3000000003,1185000.0
1210201.050793651,1220000.0
1885527.776,1550000.0
639360.8995767164,654000.0
658721.6857142857,740000.0
4063904.6666666665,4200000.0
460301.5442862692,402000.0
970610.6025641026,881000.0
651801.6478422164,636000.0
746847.6904761904,647500.0
411933.4734864164,358000.0
1704202.9666666666,1675000.0
1243408.0,1085000.0
1345138.3333333333,1430000.0
957900.1590909092,1300000.0
524630.9168646616,260800.0
495800.9666666667,700000.0
1744495.7333333334,1850000.0
834784.976,780000.0
497360.1666666667,464000.0
1310960.863301587,1220000.0
2634170.0,2350000.0
1138299.4095238093,1000000.0
725908.2579925855,570000.0
672411.3795062423,737000.0
1240836.8082857141,976000.0
1189870.0,1208000.0
1703568.938888889,1890000.0
2107526.755555555,2340000.0
896163.1952380951,975000.0
980368.5013333332,925000.0
964985.448952381,740000.0
841201.0,800000.0
1422568.7175324673,1352500.0
1268779.4480519483,1320000.0
1006214.0426666668,1050000.0
1686765.0,1955000.0
1018955.7777777779,923000.0
759982.9509523809,930000.0
1139927.6512040924,1050000.0
450880.3492063491,511000.0
848939.2004259469,915000.0
571500.1769841271,705000.0
2843311.134920636,1530000.0
1348649.9333333333,1280000.0
992940.5666666663,620000.0
1141695.4761904762,1040000.0
608533.2426559551,553500.0
716055.9555555555,680000.0
687482.2781300397,550000.0
666253.9944125753,666000.0
600498.1770077144,505000.0
994543.2478333333,1070000.0
1057636.7043809525,2130000.0
997158.266,765000.0
1269684.4142857147,1755000.0
1726397.0,1750000.0
1629395.4666666666,1507000.0
1459402.8333333335,650000.0
2209494.833333333,2225000.0
2172530.0,2165000.0
1190682.6666666665,1253000.0
858445.3142857143,786000.0
2209519.9242424243,2020000.0
1858284.518,2151000.0
1129616.4,1030000.0
957059.8,735000.0
1623506.0,1630000.0
405078.1214285714,355000.0
844865.9,1155000.0
800543.7883449886,734000.0
1421868.0,1100000.0
2111694.866666667,2345000.0
1637580.0,2275000.0
877720.3333333334,680000.0
1094134.0,745000.0
1268611.916666666,1010000.0
1011509.988692886,925000.0
839545.6498455523,802000.0
1035350.0,850000.0
1280253.0476190476,1300000.0
586852.6493142856,691000.0
680202.3980049046,643000.0
596229.8267936506,550000.0
2069932.238095238,1550000.0
918887.2,802000.0
1313279.6666666667,1315000.0
496673.3333333333,422000.0
749428.8897849462,798000.0
723538.0926583564,798000.0
987833.5782828282,970000.0
1525299.0,1459000.0
1603592.6666666665,1435000.0
735184.0392114423,720000.0
579770.1904517708,640000.0
980735.3333333334,876000.0
1465529.0,1450000.0
344298.5,325000.0
704276.9757936508,755000.0
1073675.511904762,1490000.0
1331026.0,1710000.0
715485.8180701755,655000.0
3317623.312770563,2500000.0
592055.4597522963,625000.0
3799136.0,3400000.0
1411370.4,1500000.0
2800646.16,2820000.0
684671.0710895989,625000.0
1450976.3333333335,910000.0
505325.3844877344,567500.0
1105706.7715996585,1100000.0
438034.84444444446,456000.0
811721.8466666668,715000.0
663871.4741209066,815000.0
1612687.6268065267,1705000.0
1093139.5912698414,975000.0
1074245.1666666667,681000.0
987988.952,1070000.0
4216820.0,6000000.0
325100.5603174603,300000.0
990416.0,941000.0
457242.517965368,405000.0
872691.1646666666,818000.0
495116.4677489177,461000.0
1372305.6666666665,1110000.0
742857.6856064971,866000.0
643731.3646962915,621000.0
1184837.3162144704,1435000.0
958459.7470246374,1276000.0
913082.4386425836,885000.0
2210613.5476190476,2375000.0
2316167.6666666665,4300000.0
1267801.3333333333,1170000.0
1016420.4,1200000.0
1132618.3529411764,1035000.0
722882.188,650000.0
1561234.445333333,1800800.0
2270418.0,1600000.0
875633.1095555555,897000.0
1569094.6000000003,1668000.0
821782.5,700000.0
730338.0216796536,765000.0
1954609.2341269841,1350000.0
1400148.146587302,1050000.0
1003185.5000185582,1150000.0
1443074.0119047617,1160000.0
785918.5090187591,921000.0
512838.68567765557,525000.0
426058.1956899312,415000.0
489192.4955895412,455500.0
1714303.0,1682000.0
