Predicted Value,Price
728179.1932539683,500000.0
1212495.8666666667,1375000.0
781225.2952380952,700000.0
895453.957142857,856000.0
456094.4444715009,393200.0
1092283.7095238094,944000.0
865286.1486666667,780000.0
1361514.9182539682,1305000.0
1010969.9666666667,955000.0
801968.2382607505,835500.0
726044.5392482246,675000.0
1323682.6666666665,1300000.0
732235.0598548119,760000.0
896701.7452077154,950000.0
1061023.3412698412,1120000.0
1339036.8397380952,2000000.0
2194863.75,1550000.0
1990459.6666666667,2085000.0
1302059.252224748,1620000.0
454647.54357142857,440000.0
733909.2278333333,640000.0
1167935.7222179782,1285000.0
559558.4322233321,650000.0
575430.5988095239,600000.0
1036594.2,944000.0
873772.1,920000.0
1238163.876,1105000.0
666114.9540288626,790000.0
551260.4523809523,580000.0
569268.6990095238,500000.0
1501361.9202898552,1550000.0
1500368.0,1090000.0
1083656.0023809525,1181000.0
720319.1023809523,590000.0
1227399.6666666665,1085000.0
734747.7100501255,715000.0
2002640.1666666667,1310000.0
896220.2474025973,737000.0
770412.0,1250000.0
430596.7180838484,412500.0
1684587.0,1750000.0
610911.0,600000.0
418822.98400673404,485000.0
992629.4,835000.0
1236134.442,825000.0
1009103.0,950000.0
942017.8,1204000.0
670558.4774891776,675000.0
676842.412,822000.0
691627.3833333333,775000.0
1475175.6,1225000.0
997977.2617388491,1150000.0
525483.9724170272,1110000.0
2304345.7666666666,2000000.0
450216.938095238,290000.0
1056810.5369591883,950000.0
771600.5064648328,728500.0
526151.4664126984,505000.0
752386.3660561661,650000.0
1028267.8416666668,1700000.0
821413.5827214322,770000.0
2622013.666666667,2950000.0
826395.6461519961,775000.0
1316623.0,1150000.0
1090490.440888889,1115000.0
825951.2190476191,530000.0
2624209.0,2000000.0
1434494.3214285716,1630000.0
1989025.4523809522,3300000.0
988358.8260869565,980000.0
906295.0333333333,920000.0
647790.6666666667,520000.0
745679.9222541024,755000.0
552396.619047619,425000.0
598722.3471861471,640000.0
1348260.6666666667,1360000.0
1062593.0,947500.0
530456.0333333333,493000.0
469050.39285714296,445000.0
2337754.0,1651000.0
934606.0,1667500.0
1038342.0,1300000.0
747984.1249478839,473000.0
1526240.3412698414,1530000.0
544783.875,550000.0
1670629.2,1610000.0
637271.646,630000.0
918391.2333333334,1014000.0
659917.0222222223,630000.0
412741.5714285715,345000.0
1447825.3499999999,1450000.0
1081655.0,307000.0
1201853.0,1110000.0
1366801.8732142858,1375000.0
417301.0,445000.0
1044485.3198830409,1250000.0
783070.8104628564,770000.0
797165.2,740000.0
1287709.0,1090000.0
1091436.4285714286,850000.0
915664.1173333334,600000.0
570865.0666666667,497500.0
1799151.104,1600000.0
984396.6085714286,950000.0
683499.2333333333,737000.0
1288562.0,1635000.0
923514.9945887445,800000.0
650636.0247527177,558000.0
969153.082142857,945000.0
723296.666547135,650000.0
537172.3476190476,390000.0
970223.1801587301,1011500.0
399225.0,430000.0
568851.1992063496,615000.0
388349.3905714285,421000.0
339903.89019607834,440000.0
1363508.088744589,1782500.0
802153.48,879000.0
798395.5611111111,820000.0
844311.0924369748,806000.0
966886.0,800000.0
688639.6666666666,828000.0
