category_eastern metropolitan,category_eastern victoria,category_northern metropolitan,category_northern victoria,category_south-eastern metropolitan,category_southern metropolitan,category_western metropolitan,category_western victoria,CouncilArea_Label
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,1
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
0,0,0,0,0,1,0,0,21
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,1,0,3
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,1,0,0,0,0,0,18
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
0,0,0,0,0,1,0,0,2
